Rel. Cm-1,Intensity (A.U.)
0.00000E+00,0.0298816928893773
2.81256E+00,0.022563727283814
5.62429E+00,0.0100012196609335
8.43517E+00,0.00914745700695207
1.12452E+01,0.0112208805951954
1.40544E+01,0.0121966093426028
1.68628E+01,0.0121966093426028
1.96703E+01,0.0130503719965842
2.24770E+01,0.0123185754360287
2.52828E+01,0.00707403341870871
2.80878E+01,0.00634223685815321
3.08920E+01,0.00829369435297065
3.36953E+01,0.00634223685815321
3.64978E+01,0.0109769484083408
3.92995E+01,0.00731796560556054
4.21003E+01,0.0113428466886213
4.49003E+01,0.00841566044639657
4.76994E+01,0.010733016221489
5.04977E+01,0.00841566044639657
5.32952E+01,0.00804976216611604
5.60918E+01,0.00902549091352615
5.88876E+01,0.0100012196609335
6.16826E+01,0.0114648127820473
6.44767E+01,0.0104890840346372
6.72701E+01,0.0146359312111239
7.00625E+01,0.0150018294914016
7.28542E+01,0.0278082693011339
7.56450E+01,0.0526893523600431
7.84349E+01,0.0856201975850711
8.12241E+01,0.118551042810099
8.40124E+01,0.177094767654592
8.67999E+01,0.226125137211855
8.95865E+01,0.27052079521893
9.23724E+01,0.298938894987193
9.51574E+01,0.308696182461275
9.79415E+01,0.313330894011465
1.00725E+02,0.322356384924992
1.03507E+02,0.327966825222587
1.06289E+02,0.333089401146481
1.09070E+02,0.339065739724356
1.11850E+02,0.340651298938896
1.14629E+02,0.349798755945848
1.17407E+02,0.346383705329917
1.20185E+02,0.344066349554824
1.22962E+02,0.338821807537504
1.25738E+02,0.330772045371385
1.28513E+02,0.323941944139529
1.31287E+02,0.316014148066836
1.34060E+02,0.29686547139895
1.36833E+02,0.278326625198194
1.39605E+02,0.259177948530309
1.42376E+02,0.243932186852055
1.45146E+02,0.245761678253444
1.47915E+02,0.243322356384926
1.50684E+02,0.24222466154409
1.53451E+02,0.237711916087328
1.56218E+02,0.254665203073544
1.58984E+02,0.270398829125504
1.61749E+02,0.288327844859128
1.64514E+02,0.319917063056471
1.67277E+02,0.34052933284547
1.70040E+02,0.357726552018538
1.72802E+02,0.363458958409562
1.75563E+02,0.358092450298816
1.78323E+02,0.339431638004634
1.81083E+02,0.323698011952677
1.83841E+02,0.307232589340164
1.86599E+02,0.302597877789974
1.89356E+02,0.305159165751921
1.92112E+02,0.296133674838395
1.94868E+02,0.284912794243199
1.97622E+02,0.267227710696425
2.00376E+02,0.246737407000854
2.03129E+02,0.227954628613246
2.05881E+02,0.206976460543969
2.08632E+02,0.188315648249787
2.11383E+02,0.178924259055983
2.14133E+02,0.168679107208195
2.16881E+02,0.161970972069764
2.19629E+02,0.158311989266984
2.22377E+02,0.148432735699476
2.25123E+02,0.144895718990119
2.27869E+02,0.139285278692524
2.30613E+02,0.133186974021223
2.33357E+02,0.125015245761678
2.36101E+02,0.115623856567874
2.38843E+02,0.11208683985852
2.41585E+02,0.108427857055737
2.44325E+02,0.100865959263325
2.47065E+02,0.106110501280645
2.49804E+02,0.106354433467496
2.52543E+02,0.104159043785827
2.55280E+02,0.108915721429443
2.58017E+02,0.106964263934626
2.60753E+02,0.101231857543602
2.63488E+02,0.109891450176851
2.66222E+02,0.127820465910477
2.68956E+02,0.140870837907061
2.71688E+02,0.147213074765214
2.74420E+02,0.152213684595683
2.77151E+02,0.145993413830955
2.79881E+02,0.141480668374191
2.82611E+02,0.137699719477985
2.85340E+02,0.122575923893157
2.88067E+02,0.124893279668252
2.90794E+02,0.116965483595559
2.93521E+02,0.108671789242589
2.96246E+02,0.102939382851568
2.98971E+02,0.0930601292840576
3.01694E+02,0.0922063666300762
3.04417E+02,0.0865959263324785
3.07140E+02,0.083302841809976
3.09861E+02,0.0801317233808993
3.12582E+02,0.0746432491767275
3.15302E+02,0.0745212830833016
3.18021E+02,0.0675692157580188
3.20739E+02,0.068788876692278
3.23456E+02,0.0657397243566273
3.26173E+02,0.0667154531040374
3.28889E+02,0.069886571533114
3.31604E+02,0.0692767410659844
3.34318E+02,0.0701305037199659
3.37031E+02,0.0681790462251484
3.39744E+02,0.0624466398341248
3.42456E+02,0.0653738260763496
3.45167E+02,0.0653738260763496
3.47877E+02,0.060617148432736
3.50586E+02,0.0615928771801434
3.53295E+02,0.0636663007683867
3.56003E+02,0.0658616904500532
3.58710E+02,0.0689108427857039
3.61416E+02,0.0661056226369078
3.64122E+02,0.0626905720209766
3.66826E+02,0.0648859617026459
3.69530E+02,0.0657397243566273
3.72233E+02,0.0657397243566273
3.74936E+02,0.0654957921697755
3.77637E+02,0.0650079277960718
3.80338E+02,0.0573240639102335
3.83038E+02,0.0579338943773631
3.85737E+02,0.0646420295157941
3.88435E+02,0.0652518599829236
3.91133E+02,0.0615928771801434
3.93829E+02,0.062080741553847
3.96525E+02,0.0648859617026459
3.99221E+02,0.0619587754604211
4.01915E+02,0.0618368093669952
4.04609E+02,0.0642761312355163
4.07301E+02,0.0640321990486645
4.09993E+02,0.0650079277960718
4.12685E+02,0.0703744359068177
4.15375E+02,0.0706183680936695
4.18065E+02,0.067325283571167
4.20753E+02,0.0741553848030239
4.23442E+02,0.0728137577753388
4.26129E+02,0.0789120624466402
4.28815E+02,0.0733016221490424
4.31501E+02,0.0801317233808993
4.34186E+02,0.0873277228930339
4.36870E+02,0.100378094889621
4.39554E+02,0.108427857055737
4.42236E+02,0.118185144529821
4.44918E+02,0.123307720453713
4.47599E+02,0.124893279668252
4.50279E+02,0.126600804976215
4.52959E+02,0.125015245761678
4.55637E+02,0.123795584827416
4.58315E+02,0.125625076228808
4.60992E+02,0.126112940602511
4.63669E+02,0.127088669349922
4.66344E+02,0.133552872301501
4.69019E+02,0.14367605805586
4.71693E+02,0.158799853640688
4.74366E+02,0.170874496889864
4.77038E+02,0.190511037931454
4.79710E+02,0.211733138187583
4.82381E+02,0.242102695450664
4.85051E+02,0.264910354921332
4.87720E+02,0.310647639956093
4.90389E+02,0.358580314672519
4.93057E+02,0.417124039517015
4.95724E+02,0.476033662641785
4.98390E+02,0.511037931455054
5.01055E+02,0.534455421392852
5.03720E+02,0.525185998292474
5.06384E+02,0.481522136845957
5.09047E+02,0.420417124039517
5.11709E+02,0.347115501890475
5.14371E+02,0.283327235028662
5.17031E+02,0.228808391267228
5.19691E+02,0.192218563239419
5.22351E+02,0.164776192218563
5.25009E+02,0.14001707525308
5.27667E+02,0.122453957799731
5.30324E+02,0.104646908159531
5.32980E+02,0.0973289425539702
5.35635E+02,0.0914745700695207
5.38290E+02,0.0850103671179415
5.40943E+02,0.0803756555677512
5.43596E+02,0.0776924015123782
